loyalty_number,total_flights,distance,points_accumulated,points_redeemed,months_recorded,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,salary_missing_flag,cancelled_flag,salary_band,clv_band,enrollment_date,cancellation_date,points_balance,redemption_rate,activity_segment,clv_segment,customer_segment
236593,40,69611,69611,1256,24,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Aurora,5016.64,1,0,Unknown,Medium CLV,2015-06-01,,68355,1.80431253681171e-02,Medium Activity,High CLV,High Value Active
615662,45,67784,67784,1753,24,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Star,4703.72,1,0,Unknown,Medium CLV,2015-08-01,,66031,2.58615602502065e-02,High Activity,Medium CLV,Medium Value Power User
922388,40,72557,72557,824,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,91236,Married,Star,4505.4,0,0,Medium,Medium CLV,2016-12-01,,71733,1.13565886130904e-02,Medium Activity,Medium CLV,Medium Value Regular
277091,25,41526,41526,0,24,Canada,Ontario,Toronto,M1R 4K3,Female,Doctor,150410,Married,Aurora,4960.97,0,0,High,Medium CLV,2017-04-01,,41526,0,Medium Activity,Medium CLV,Medium Value Regular
722976,28,32784,32784,771,24,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,53315,Married,Star,4617.39,0,0,Medium,Medium CLV,2016-10-01,,32013,2.35175695461201e-02,Medium Activity,Medium CLV,Medium Value Regular
384825,41,71693,71693,1324,24,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,87262,Married,Star,4349.31,0,0,Medium,Medium CLV,2012-08-01,,70369,1.84676328232882e-02,Medium Activity,Medium CLV,Medium Value Regular
568547,38,46042,46042,0,24,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Married,Star,4648.54,1,0,Unknown,Medium CLV,2016-02-01,,46042,0,Medium Activity,Medium CLV,Medium Value Regular
110691,30,49309,49309,503,24,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,4722.24,1,0,Unknown,Medium CLV,2015-05-01,,48806,1.02009775091768e-02,Medium Activity,Medium CLV,Medium Value Regular
275442,37,49822,49822,1164,24,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,87262,Married,Star,4349.31,0,0,Medium,Medium CLV,2016-01-01,,48658,2.3363172895508e-02,Medium Activity,Medium CLV,Medium Value Regular
568111,35,39432,39432,0,24,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,47792,Married,Star,4892.44,0,0,Low,Medium CLV,2017-01-01,,39432,0,Medium Activity,Medium CLV,Medium Value Regular
641448,39,49132,49132,2261,24,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,83194,Married,Star,4462.45,0,0,Medium,Medium CLV,2015-11-01,,46871,4.6018887893837e-02,Medium Activity,Medium CLV,Medium Value Regular
724720,42,57862,57862,1040,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Single,Star,4713.4,1,0,Unknown,Medium CLV,2014-10-01,,56822,1.7973799730393e-02,Medium Activity,Medium CLV,Medium Value Regular
655453,30,49722,49722,396,24,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,96360,Married,Aurora,5174.08,0,0,Medium,Medium CLV,2015-12-01,,49326,7.96428140460963e-03,Medium Activity,High CLV,High Value Active
784945,35,58604,58604,489,24,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,99573,Married,Aurora,5228.92,0,0,Medium,Medium CLV,2015-02-01,,58115,8.34414033171797e-03,Medium Activity,High CLV,High Value Active
220358,29,51565,51565,1117,24,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,78114,Married,Aurora,5126.04,0,0,Medium,Medium CLV,2017-04-01,,50448,2.16619800252109e-02,Medium Activity,High CLV,High Value Active
361816,46,73552,73552,505,24,Canada,British Columbia,Victoria,V10 6T5,Female,High School or Below,65673,Single,Star,4605.04,0,0,Medium,Medium CLV,2014-03-01,,73047,6.86589079834675e-03,High Activity,Medium CLV,Medium Value Power User
751612,41,50874,50874,742,24,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,61334,Divorced,Aurora,5066.83,0,0,Medium,Medium CLV,2016-04-01,,50132,1.45850532688603e-02,Medium Activity,High CLV,High Value Active
469718,36,42419,42419,584,24,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,73544,Married,Star,4167.42,0,0,Medium,Medium CLV,2013-01-01,,41835,1.37674155449209e-02,Medium Activity,Low CLV,Low Value Regular
166037,40,51251,51251,0,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,68031,Divorced,Aurora,5016.14,0,0,Medium,Medium CLV,2012-06-01,,51251,0,Medium Activity,High CLV,High Value Active
958839,9,21320,21320,0,24,Canada,Quebec,Montreal,H4G 3T4,Male,Doctor,90995,Married,Star,4083.56,0,0,Medium,Medium CLV,2018-08-01,,21320,0,Low Activity,Low CLV,Low Value Low Activity
769731,28,35823,35823,1252,24,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,61040,Married,Star,4381.88,0,0,Medium,Medium CLV,2016-03-01,,34571,3.49496133768808e-02,Medium Activity,Medium CLV,Medium Value Regular
591731,47,70582,70582,645,24,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,51370,Married,Star,4064.18,0,0,Medium,Medium CLV,2013-09-01,,69937,9.13830721713751e-03,High Activity,Low CLV,Low Value Active
630880,20,29466,29466,315,24,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,84442,Married,Aurora,5235.57,0,0,Medium,Medium CLV,2015-09-01,,29151,1.06902871105681e-02,Low Activity,High CLV,High Value Low Activity
200077,25,44215,44215,493,24,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Star,4759.66,1,0,Unknown,Medium CLV,2017-09-01,,43722,1.11500621960873e-02,Medium Activity,Medium CLV,Medium Value Regular
184635,34,42278,42278,1318,24,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,104581,Single,Star,4574.52,0,0,High,Medium CLV,2014-10-01,,40960,3.11746061781541e-02,Medium Activity,Medium CLV,Medium Value Regular
881584,49,94499,141748,925,11,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,66023,Divorced,Star,7164.4,0,0,Medium,High CLV,2018-02-01,,140823,6.52566526511838e-03,High Activity,High CLV,High Value Frequent Flyer
387705,45,68743,68743,1626,24,Canada,Quebec,Hull,J8Y 3Z5,Female,Master,93153,Married,Star,3985.32,0,0,Medium,Medium CLV,2013-04-01,,67117,2.36533174286836e-02,High Activity,Low CLV,Low Value Active
217754,32,52110,52110,0,24,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,102400,Single,Star,3887.32,0,0,High,Medium CLV,2015-06-01,,52110,0,Medium Activity,Low CLV,Low Value Regular
613925,13,26469,26469,0,24,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,93028,Married,Aurora,5182.94,0,1,Medium,Medium CLV,2017-03-01,2017-11-01,26469,0,Low Activity,High CLV,High Value Low Activity
254683,42,71074,71074,1064,24,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,76592,Married,Aurora,5067.64,0,0,Medium,Medium CLV,2012-08-01,,70010,1.49703126319048e-02,Medium Activity,High CLV,High Value Active
277356,7,10828,10828,0,24,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Divorced,Star,4830.91,1,1,Unknown,Medium CLV,2017-02-01,2017-10-01,10828,0,Low Activity,Medium CLV,Medium Value Casual
497467,38,51682,51682,438,24,Canada,Quebec,Montreal,H4G 3T4,Female,Doctor,245427,Married,Star,4373.36,0,0,High,Medium CLV,2015-03-01,,51244,8.47490422197283e-03,Medium Activity,Medium CLV,Medium Value Regular
290599,34,41247,41247,0,24,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,71559,Married,Aurora,4991.04,0,0,Medium,Medium CLV,2016-10-01,,41247,0,Medium Activity,Medium CLV,Medium Value Regular
811684,22,37852,37852,0,24,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,104990,Married,Star,4807.85,0,0,High,Medium CLV,2017-07-01,,37852,0,Low Activity,Medium CLV,Medium Value Casual
285938,40,63668,63668,607,24,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,75827,Married,Star,3939.01,0,0,Medium,Medium CLV,2014-09-01,,63061,9.53383175221461e-03,Medium Activity,Low CLV,Low Value Regular
261582,58,90928,90928,1944,24,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,74770,Married,Star,4428.03,0,0,Medium,Medium CLV,2012-07-01,,88984,2.1379553052965e-02,High Activity,Medium CLV,Medium Value Power User
835491,32,45600,45600,988,24,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,70850,Married,Star,4673.2,0,0,Medium,Medium CLV,2016-09-01,,44612,2.16666666666667e-02,Medium Activity,Medium CLV,Medium Value Regular
717660,26,31392,31392,0,24,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Star,4293.01,1,0,Unknown,Medium CLV,2015-03-01,,31392,0,Medium Activity,Low CLV,Low Value Regular
784804,24,38122,38122,0,24,Canada,Alberta,Banff,T4V 1D4,Female,College,,Single,Star,4250.28,1,0,Unknown,Medium CLV,2015-08-01,,38122,0,Medium Activity,Low CLV,Low Value Regular
639701,45,66420,66420,1537,24,Canada,Ontario,Trenton,K8V 4B2,Female,Master,72027,Single,Star,4386.28,0,0,Medium,Medium CLV,2012-04-01,,64883,2.31406202950918e-02,High Activity,Medium CLV,Medium Value Power User
519203,38,47790,47790,384,24,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,86969,Married,Aurora,5011.26,0,0,Medium,Medium CLV,2013-10-01,,47406,8.03515379786566e-03,Medium Activity,High CLV,High Value Active
956005,54,82356,82356,789,24,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,96476,Divorced,Star,4655.61,0,0,Medium,Medium CLV,2016-12-01,,81567,9.58035844382923e-03,High Activity,Medium CLV,Medium Value Power User
237105,28,40822,40822,0,24,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,52589,Divorced,Star,4624.56,0,0,Medium,Medium CLV,2017-11-01,,40822,0,Medium Activity,Medium CLV,Medium Value Regular
564707,29,47935,47935,585,24,Canada,Ontario,Trenton,K8V 4B2,Female,High School or Below,57020,Married,Star,4479.49,0,0,Medium,Medium CLV,2013-10-01,,47350,1.22040262855951e-02,Medium Activity,Medium CLV,Medium Value Regular
423324,10,8177,8177,0,24,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,69599,Divorced,Star,4200.37,0,0,Medium,Medium CLV,2017-12-01,,8177,0,Low Activity,Low CLV,Low Value Low Activity
203809,0,0,0,0,24,Canada,Alberta,Edmonton,T3G 6Y6,Female,High School or Below,54160,Married,Star,4165.35,0,0,Medium,Medium CLV,2012-07-01,,0,0,No Activity,Low CLV,Low Value Inactive
411242,0,0,0,0,24,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Married,Star,4670.05,1,0,Unknown,Medium CLV,2012-05-01,,0,0,No Activity,Medium CLV,Medium Value Inactive
511053,26,40795,40795,802,24,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,62518,Married,Star,4023.81,0,0,Medium,Medium CLV,2015-03-01,,39993,1.96592719696041e-02,Medium Activity,Low CLV,Low Value Regular
645742,0,0,0,0,24,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,76056,Married,Star,4235.18,0,1,Medium,Medium CLV,2014-08-01,2015-08-01,0,0,No Activity,Low CLV,Low Value Inactive
967300,36,47688,71532,536,11,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,62630,Single,Aurora,6364.9,0,1,Medium,Medium CLV,2018-03-01,2018-11-01,70996,7.49314991891741e-03,Medium Activity,High CLV,High Value Active
302908,35,58405,58405,405,24,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Single,Aurora,5159.37,1,0,Unknown,Medium CLV,2014-12-01,,58000,6.93433781354336e-03,Medium Activity,High CLV,High Value Active
758372,36,52895,52895,0,24,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,4786.05,1,0,Unknown,Medium CLV,2017-01-01,,52895,0,Medium Activity,Medium CLV,Medium Value Regular
652291,38,54402,54402,1431,24,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,96749,Divorced,Star,4439.9,0,0,Medium,Medium CLV,2013-10-01,,52971,2.63041799933826e-02,Medium Activity,Medium CLV,Medium Value Regular
163608,40,55254,55254,794,24,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Single,Star,4896.26,1,0,Unknown,Medium CLV,2013-01-01,,54460,1.43700003619647e-02,Medium Activity,Medium CLV,Medium Value Regular
798854,16,21060,21060,0,24,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Star,4491.91,1,0,Unknown,Medium CLV,2017-06-01,,21060,0,Low Activity,Medium CLV,Medium Value Casual
988839,0,0,0,0,24,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,63634,Married,Star,4878.95,0,0,Medium,Medium CLV,2018-12-01,,0,0,No Activity,Medium CLV,Medium Value Inactive
715462,35,60788,60788,0,24,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,61579,Divorced,Star,4792.83,0,0,Medium,Medium CLV,2013-06-01,,60788,0,Medium Activity,Medium CLV,Medium Value Regular
632793,33,39155,39155,506,24,Canada,Quebec,Hull,J8Y 3Z5,Female,High School or Below,60370,Single,Star,4097.37,0,0,Medium,Medium CLV,2016-06-01,,38649,1.2922998339931e-02,Medium Activity,Low CLV,Low Value Regular
687108,0,0,0,0,24,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,50795,Divorced,Star,4784.96,0,1,Medium,Medium CLV,2016-03-01,2016-11-01,0,0,No Activity,Medium CLV,Medium Value Inactive
586542,50,68189,68189,0,24,Canada,Quebec,Montreal,H2T 9K8,Male,Doctor,210090,Divorced,Aurora,5096.67,0,0,High,Medium CLV,2016-03-01,,68189,0,High Activity,High CLV,High Value Frequent Flyer
199342,40,67270,67270,1085,24,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Single,Aurora,4966.85,1,0,Unknown,Medium CLV,2013-10-01,,66185,1.61290322580645e-02,Medium Activity,Medium CLV,Medium Value Regular
485189,0,0,0,0,24,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,,Single,Star,4471.75,1,0,Unknown,Medium CLV,2012-09-01,,0,0,No Activity,Medium CLV,Medium Value Inactive
715668,2,1396,1396,0,24,Canada,Ontario,Ottawa,K1F 2R2,Female,High School or Below,73845,Married,Star,4698.35,0,1,Medium,Medium CLV,2017-09-01,2017-10-01,1396,0,Low Activity,Medium CLV,Medium Value Casual
660376,29,41394,41394,1295,24,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,74413,Married,Star,4686.47,0,0,Medium,Medium CLV,2012-07-01,,40099,3.12847272551578e-02,Medium Activity,Medium CLV,Medium Value Regular
203184,29,33323,33323,632,24,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,53204,Married,Star,4633.55,0,0,Medium,Medium CLV,2014-08-01,,32691,1.8965879422621e-02,Medium Activity,Medium CLV,Medium Value Regular
496325,48,65881,65881,1876,24,Canada,Ontario,Toronto,P5S 6R4,Male,Doctor,64828,Married,Star,4700.01,0,0,Medium,Medium CLV,2012-08-01,,64005,2.84755847664729e-02,High Activity,Medium CLV,Medium Value Power User
836475,42,61170,61170,0,24,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,75487,Married,Star,4540.38,0,0,Medium,Medium CLV,2014-08-01,,61170,0,Medium Activity,Medium CLV,Medium Value Regular
756791,37,54136,54136,0,24,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Single,Star,4639.04,1,0,Unknown,Medium CLV,2013-08-01,,54136,0,Medium Activity,Medium CLV,Medium Value Regular
596179,44,79867,79867,0,24,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,50879,Single,Star,3933.81,0,0,Medium,Medium CLV,2014-03-01,,79867,0,High Activity,Low CLV,Low Value Active
534716,48,69204,69204,1448,24,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,59712,Married,Star,4881.3,0,0,Medium,Medium CLV,2016-01-01,,67756,2.09236460320213e-02,High Activity,Medium CLV,Medium Value Power User
612555,41,66017,66017,2084,24,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,87635,Married,Star,4669.23,0,0,Medium,Medium CLV,2015-10-01,,63933,3.15676265204417e-02,Medium Activity,Medium CLV,Medium Value Regular
743768,36,62745,62745,1481,24,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,100510,Divorced,Aurora,5146.9,0,0,High,Medium CLV,2016-07-01,,61264,2.36034743804287e-02,Medium Activity,High CLV,High Value Active
705196,57,91665,91665,1808,24,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,4101.94,1,0,Unknown,Medium CLV,2013-11-01,,89857,1.97239949817269e-02,High Activity,Low CLV,Low Value Active
730388,49,76504,76504,0,24,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Single,Star,3907.03,1,0,Unknown,Medium CLV,2012-05-01,,76504,0,High Activity,Low CLV,Low Value Active
202761,0,0,0,0,24,Canada,Manitoba,Winnipeg,R3R 3T4,Female,College,,Married,Star,4654.95,1,1,Unknown,Medium CLV,2013-01-01,2014-07-01,0,0,No Activity,Medium CLV,Medium Value Inactive
399575,47,74698,74698,572,24,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,81908,Married,Aurora,5033.39,0,0,Medium,Medium CLV,2016-03-01,,74126,7.65750087017055e-03,High Activity,High CLV,High Value Frequent Flyer
259634,22,25825,25825,0,24,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,49351,Married,Aurora,5070.35,0,1,Low,Medium CLV,2013-05-01,2018-05-01,25825,0,Low Activity,High CLV,High Value Low Activity
158314,16,18831,18831,1081,24,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,60235,Divorced,Star,4834.71,0,0,Medium,Medium CLV,2017-09-01,,17750,5.74053422547926e-02,Low Activity,Medium CLV,Medium Value Casual
465530,30,41773,41773,1183,24,Canada,Quebec,Hull,J8Y 3Z5,Female,Doctor,96694,Married,Star,4711.08,0,0,Medium,Medium CLV,2013-09-01,,40590,2.83197280540062e-02,Medium Activity,Medium CLV,Medium Value Regular
613804,34,51586,51586,963,24,Canada,Ontario,Toronto,M2Z 4K1,Female,College,,Single,Star,4620.39,1,0,Unknown,Medium CLV,2016-06-01,,50623,1.86678556197418e-02,Medium Activity,Medium CLV,Medium Value Regular
188893,41,72849,72849,733,24,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,100159,Married,Star,3861.49,0,0,High,Medium CLV,2016-12-01,,72116,1.00619088800121e-02,Medium Activity,Low CLV,Low Value Regular
225077,35,50362,50362,974,24,Canada,Saskatchewan,Regina,S6J 3G0,Female,Master,123828,Married,Star,4636.55,0,0,High,Medium CLV,2012-10-01,,49388,1.93399785552599e-02,Medium Activity,Medium CLV,Medium Value Regular
980198,23,39983,39983,978,24,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,78573,Divorced,Star,4376.36,0,0,Medium,Medium CLV,2017-02-01,,39005,2.4460395668159e-02,Medium Activity,Medium CLV,Medium Value Regular
377322,54,99708,99708,2450,24,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,62518,Married,Star,4023.81,0,0,Medium,Medium CLV,2016-05-01,,97258,2.4571749508565e-02,High Activity,Low CLV,Low Value Active
564650,35,57097,57097,1897,24,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,87262,Married,Star,4349.31,0,0,Medium,Medium CLV,2013-08-01,,55200,3.32241623903182e-02,Medium Activity,Medium CLV,Medium Value Regular
279919,43,53884,53884,349,24,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,97643,Married,Star,4660.4,0,0,Medium,Medium CLV,2016-09-01,,53535,6.47687625269097e-03,High Activity,Medium CLV,Medium Value Power User
331698,39,62126,62126,1470,24,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,210090,Divorced,Aurora,5096.67,0,0,High,Medium CLV,2015-11-01,,60656,2.36615909603065e-02,Medium Activity,High CLV,High Value Active
600598,39,60162,60162,1976,24,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Star,4711.85,1,0,Unknown,Medium CLV,2015-12-01,,58186,3.2844652770852e-02,Medium Activity,Medium CLV,Medium Value Regular
955178,30,39720,39720,849,24,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,49760,Married,Star,4880.95,0,0,Low,Medium CLV,2017-01-01,,38871,2.13746223564955e-02,Medium Activity,Medium CLV,Medium Value Regular
905497,0,0,0,0,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Married,Aurora,5161.79,1,0,Unknown,Medium CLV,2012-06-01,,0,0,No Activity,High CLV,High Value At Risk
699511,28,43734,43734,0,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Divorced,Star,4019.38,1,0,Unknown,Medium CLV,2014-07-01,,43734,0,Medium Activity,Low CLV,Low Value Regular
211043,50,86456,86456,0,24,Canada,Yukon,Whitehorse,Y2K 6R0,Female,College,,Single,Star,4566.12,1,0,Unknown,Medium CLV,2012-07-01,,86456,0,High Activity,Medium CLV,Medium Value Power User
608758,40,60258,60258,0,24,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,63795,Married,Star,3890.96,0,0,Medium,Medium CLV,2013-07-01,,60258,0,Medium Activity,Low CLV,Low Value Regular
397248,39,61786,61786,0,24,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,97604,Single,Aurora,5210.35,0,0,Medium,Medium CLV,2013-06-01,,61786,0,Medium Activity,High CLV,High Value Active
330694,38,67690,101535,500,11,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,105053,Married,Aurora,6172.91,0,0,High,Medium CLV,2018-02-01,,101035,4.92441030186635e-03,Medium Activity,High CLV,High Value Active
119200,31,44595,44595,1004,24,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,69835,Divorced,Star,3903.8,0,0,Medium,Medium CLV,2017-05-01,,43591,2.25137347236237e-02,Medium Activity,Low CLV,Low Value Regular
460291,41,71374,71374,0,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,55476,Divorced,Star,4111.2,0,0,Medium,Medium CLV,2015-09-01,,71374,0,Medium Activity,Low CLV,Low Value Regular
411523,79,102332,102332,2098,24,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,62761,Single,Star,4747.73,0,0,Medium,Medium CLV,2016-10-01,,100234,2.05018957901732e-02,High Activity,Medium CLV,Medium Value Power User
733746,30,38587,38587,1742,24,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Married,Aurora,5171.27,1,0,Unknown,Medium CLV,2016-10-01,,36845,4.51447378650841e-02,Medium Activity,High CLV,High Value Active
128039,43,61825,61825,635,24,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,94052,Married,Star,4474.48,0,0,Medium,Medium CLV,2014-09-01,,61190,1.02709260008087e-02,High Activity,Medium CLV,Medium Value Power User
528492,41,79740,79740,821,24,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,60360,Married,Star,4090.75,0,1,Medium,Medium CLV,2015-06-01,2018-11-01,78919,1.02959618760973e-02,Medium Activity,Low CLV,Low Value Regular
530105,15,26318,26318,1222,24,Canada,Ontario,London,M5B 3E4,Male,College,,Single,Star,4242.69,1,1,Unknown,Medium CLV,2017-11-01,2018-07-01,25096,4.64320997036249e-02,Low Activity,Low CLV,Low Value Low Activity
143784,45,60209,60209,1172,24,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,76159,Married,Star,4330.39,0,0,Medium,Medium CLV,2013-01-01,,59037,1.9465528409374e-02,High Activity,Medium CLV,Medium Value Power User
166712,39,64052,64052,486,24,Canada,Saskatchewan,Regina,S1J 3C5,Male,Master,114551,Single,Star,4334.06,0,0,High,Medium CLV,2014-08-01,,63566,7.58758508711672e-03,Medium Activity,Medium CLV,Medium Value Regular
343051,76,112907,169360,487,11,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,63561,Married,Nova,8730.42,0,0,Medium,High CLV,2018-03-01,,168873,2.875531412376e-03,High Activity,High CLV,High Value Frequent Flyer
746677,45,63441,63441,0,24,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,76137,Married,Aurora,5221.14,0,0,Medium,Medium CLV,2014-11-01,,63441,0,High Activity,High CLV,High Value Frequent Flyer
627107,3,6057,6057,0,24,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Married,Aurora,5220.28,1,1,Unknown,Medium CLV,2016-05-01,2017-01-01,6057,0,Low Activity,High CLV,High Value Low Activity
114835,30,42008,42008,0,24,Canada,Ontario,Toronto,M1R 4K3,Female,Master,101354,Divorced,Star,4001.52,0,0,High,Medium CLV,2017-07-01,,42008,0,Medium Activity,Low CLV,Low Value Regular
207372,27,40811,40811,0,24,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,93733,Single,Star,4383.15,0,0,Medium,Medium CLV,2017-12-01,,40811,0,Medium Activity,Medium CLV,Medium Value Regular
825593,80,120049,120049,1822,24,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,74135,Married,Aurora,5073.28,0,0,Medium,Medium CLV,2012-11-01,,118227,1.51771360027989e-02,High Activity,High CLV,High Value Frequent Flyer
818391,11,14318,14318,592,24,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,64035,Divorced,Aurora,5157.05,0,1,Medium,Medium CLV,2018-07-01,2018-12-01,13726,4.13465567816734e-02,Low Activity,High CLV,High Value Low Activity
225088,32,48849,48849,0,24,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,97991,Married,Star,4170.34,0,0,Medium,Medium CLV,2015-09-01,,48849,0,Medium Activity,Low CLV,Low Value Regular
788460,29,41886,41886,882,24,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,83431,Married,Star,4930.95,0,1,Medium,Medium CLV,2016-05-01,2018-02-01,41004,2.10571551353674e-02,Medium Activity,Medium CLV,Medium Value Regular
539358,43,61974,61974,883,24,Canada,Quebec,Hull,J8Y 3Z5,Male,Master,108218,Married,Star,4755.19,0,0,High,Medium CLV,2014-08-01,,61091,1.42479104140446e-02,High Activity,Medium CLV,Medium Value Power User
765252,36,65250,65250,824,24,Canada,Ontario,London,M5B 3E4,Female,College,,Married,Star,4749.13,1,0,Unknown,Medium CLV,2014-03-01,,64426,1.26283524904215e-02,Medium Activity,Medium CLV,Medium Value Regular
719633,0,0,0,0,24,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,52109,Divorced,Star,4250.78,0,0,Medium,Medium CLV,2016-12-01,,0,0,No Activity,Low CLV,Low Value Inactive
666556,42,63678,63678,940,24,Canada,Ontario,Toronto,P5S 6R4,Female,High School or Below,69529,Single,Star,4897.04,0,0,Medium,Medium CLV,2014-10-01,,62738,1.47617701560979e-02,Medium Activity,Medium CLV,Medium Value Regular
271641,43,79224,118836,0,11,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Nova,3256.77,1,1,Unknown,Medium CLV,2018-03-01,2018-12-01,118836,0,High Activity,Low CLV,Low Value Active
769623,32,51013,51013,557,24,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,60235,Divorced,Star,4834.71,0,0,Medium,Medium CLV,2018-06-01,,50456,1.09187854076412e-02,Medium Activity,Medium CLV,Medium Value Regular
